source_id,chapter,accessed_date,publication_date,author_or_institution,title,source_type,claim_or_use,url,notes
ch06-002,6,2026-08-28,n.d.,Bundeskartellamt,Market Transparency Unit for Fuels,Regulator explainer,"Structure, August 2013 origin, December 2013 launch, and five-minute real-time price-reporting requirement for the MTS-K",https://www.bundeskartellamt.de/EN/Tasks/markettransparencyunit_fuels/markettransparencyunit_fuels_node.html,"Confirms coverage of more than 14,000 stations nationwide."
ch06-003,6,2026-08-28,n.d.,E-Control (Austria) via The Local Austria,Revealed: How Austria wants to curb fuel and energy price swings,Regulator/press summary,Austria's once-daily fuel price increase rule and its extension through 2028,https://www.thelocal.at/20260311/revealed-how-austria-wants-to-curb-fuel-and-energy-price-swings,Used as a comparative regulatory case against Germany's pure-transparency approach.
ch06-004,6,2026-08-28,2022,Robert Clark; Daniel Ershov (et al.),Identifying Algorithmic Pricing Technology Adoption in Retail Gasoline Markets,Academic conference paper (AEA Papers and Proceedings),Methodology for detecting algorithmic-pricing adoption via structural breaks in price-change frequency,https://www.aeaweb.org/articles?id=10.1257/pandp.20221060,Companion methodology paper to the main JPE study.
ch07-001,7,2026-08-28,2010,Peter P. Belobaba (via Journal of Revenue and Pricing Management),Milestones in the application of analytical pricing and revenue management,Academic journal article (secondary summary),"1985 Ultimate Super Saver fares, Crandall's 'most important technical development' quotation, and revenue/profit impact figures",https://link.springer.com/article/10.1057/rpm.2010.39,Cross-checked against Wikipedia's 'Yield management' entry and Donald Burr/PeopleExpress collapse figures.
ch07-002,7,2026-08-28,2002-07-19,RealPage / Crunchbase,RealPage Acquires YieldStar Multifamily Revenue Management System,Company announcement (secondary record),RealPage's 2002 acquisition of YieldStar from Camden Property Trust,https://www.crunchbase.com/acquisition/realpage-acquires-yieldstar-technology--8ee182d8,Establishes the direct corporate lineage between yield management and RealPage's later pricing product.
ch07-003,7,2026-08-28,2019-08-01,Cendyn,Cendyn Announces Acquisition of The Rainmaker Group,Company press release,Cendyn's August 2019 acquisition of the Rainmaker Group hotel/casino revenue-management platform,https://www.cendyn.com/news/cendyn-announces-acquisition-of-the-rainmaker-group/,"Establishes Rainmaker's pre-existing, decades-long hotel revenue-management pedigree."
ch07-004,7,2026-08-28,n.d.,INFORMS,Edelman Prize program background,Award-program description (secondary summary),"Franz Edelman Award's rigorous, quantitatively verified standard for real-world analytics impact",https://en.wikipedia.org/wiki/Franz_Edelman_Award_for_Achievement_in_Operations_Research_and_the_Management_Sciences,Used to contextualize the credibility of American Airlines' 1985 Edelman-recognized submission.
ch08-001,8,2026-08-28,2022-10-15,Heather Vogell (ProPublica),Rent Going Up? One Company's Algorithm Could Be Why,Investigative journalism,"Original RealPage/YieldStar investigation: marketing language, former-executive quotations, Seattle 70% figure, and Greystar's 4.8% outperformance figure",https://www.propublica.org/article/yieldstar-rent-increase-realpage-rent,Central primary source for chapter eight; direct propublica.org access was blocked in this research session and the article's contents were reconstructed via search-result summaries and secondary quotations in law-firm and news coverage.
ch08-002,8,2026-08-28,2022,"U.S. Senators (Warren, Smith, Sanders, Markey)",Letter to RealPage CEO on YieldStar,Congressional letter (secondary summary),'Cartel to artificially inflate rental rates' quotation and congressional pressure following the ProPublica report,https://www.warren.senate.gov/newsroom/press-releases/warren-smith-sanders-markey-question-realpage-ceo-on-yieldstar-price-setting-softwares-role-in-creating-landlord-cartel-and-exacerbating-housing-inflation/,"Also cites RealPage's reported use to price roughly 20 million units in 2020 and Greystar's use across 150,000+ units."
ch08-003,8,2026-08-28,2026-08-24,News4Jax / classaction.org,Did you overpay rent? RealPage settlement could mean money back to millions,News report,$359.9 million private class-action settlement and October 2018-November 2025 eligibility window,https://www.news4jax.com/news/local/2026/08/24/did-you-overpay-rent-realpage-settlement-could-mean-money-back-to-millions/,Cross-checked against topclassactions.com and classaction.org summaries of the same settlement.
ch08-004,8,2026-08-28,2025-10-03,MarketBeat / Yahoo Finance,Greystar and other landlords agree to a $141M deal to settle a rent-setting lawsuit,News report,$141 million Greystar-specific settlement reached in October 2025,https://finance.yahoo.com/news/greystar-other-landlords-agree-141m-191233342.html,"Distinguished from the later, broader $359.9 million settlement covering RealPage and remaining defendants."
ch08-005,8,2026-08-28,2023,U.S. Judicial Panel on Multidistrict Litigation,"In re: RealPage, Inc., Rental Software Antitrust Litigation (No. II), MDL No. 3071",Court record (secondary summary),April 2023 consolidation of tenant lawsuits in M.D. Tenn. before Judge Waverly D. Crenshaw Jr.; December 2023 denial of motion to dismiss,https://www.tnmd.uscourts.gov/mdl-3071-case-information,Case-management order sets trial no earlier than 2028.
ch09-001,9,2026-08-28,2024-09,Orrick,DOJ Takes Aim at AI-Powered Rent Prices,Law-firm client alert,"August 23, 2024 filing date, Middle District of North Carolina venue, eight state attorneys general, and Sherman Act Sections 1-2 theories",https://www.orrick.com/en/Insights/2024/09/DOJ-Takes-Aim-at-AI-Powered-Rent-Prices,"Cross-checked against NPR's August 23, 2024 coverage of the same filing."
ch09-002,9,2026-08-28,2025-01-08,Multifamily Dive / Yahoo Finance,DOJ amends RealPage complaint to include 6 major landlords,News report,"January 2025 amended complaint naming Greystar, LivCor, Camden, Cushman & Wakefield, Willow Bridge, and Cortland as co-defendants; 1.3 million units across 43 states",https://finance.yahoo.com/news/doj-amends-realpage-complaint-6-093300782.html,Also source for the Sun Belt neighborhood concentration figures (one-third to two-thirds of building stock).
ch09-003,9,2026-08-28,2024-08-23,U.S. Department of Justice,Assistant Attorney General Jonathan Kanter Delivers Remarks on the Justice Department's Lawsuit Against RealPage,Speech transcript (secondary summary),Kanter's 'independent decision making... not RealPage' and 'frustrating the natural forces of vigorous competition' quotations,https://www.justice.gov/archives/opa/speech/assistant-attorney-general-jonathan-kanter-delivers-remarks-justice-departments-lawsuit,"Archived DOJ speech transcript, accessed via search-result summary."
ch09-004,9,2026-08-28,2026-01-02,Baker McKenzie / Global Compliance News,United States: DOJ Reaches Proposed Settlement with RealPage Pertaining to Algorithmic Pricing Tools,Law-firm client alert,"November 24, 2025 proposed settlement terms: seven-year term, no fine, twelve-month data-freshness restriction, state-level geographic floor",https://www.globalcompliancenews.com/2026/01/02/https-insightplus-bakermckenzie-com-bm-antitrust-competition_1-united-states-department-of-justice-reaches-proposed-settlement-with-realpage-pertaining-to-algorithmic-pricing-tools_12022025/,"Cross-checked against Wilson Sonsini and Paul, Weiss client memos on the same settlement."
ch09-005,9,2026-08-28,2026,PESP / Bisnow / Revolving Door Project,Thoma Bravo's RealPage reaches settlement with DOJ,Advocacy commentary,K Agbebiyi and Andrea Beaty critiques of the settlement's leniency,https://pestakeholder.org/news/thoma-bravos-realpage-reaches-settlement-with-doj/,Also source for Attorney General Pam Bondi's stated antitrust-priority framing.
ch09-006,9,2026-08-28,2021-04-22,Thoma Bravo,Thoma Bravo Completes Acquisition of RealPage,Company press release,"$10.2 billion RealPage acquisition, completed April 22, 2021",https://www.thomabravo.com/press-releases/thoma-bravo-completes-acquisition-of-realpage/,Confirms RealPage's private-equity ownership structure at the time of the DOJ litigation.
ch09-007,9,2026-08-28,1974,U.S. Congress,Antitrust Procedures and Penalties Act (Tunney Act),Federal statute (secondary summary),Statutory requirement for public comment and judicial public-interest review of DOJ antitrust consent judgments,https://en.wikipedia.org/wiki/Tunney_Act,Background on the procedural mechanism governing the RealPage settlement's finalization.
ch10-001,10,2026-08-28,2024-05,Crowell & Moring,"Court Dismisses Algorithmic Price-Fixing Case, but Opens Door to Amended Complaint",Law-firm client alert,May 2024 D. Nev. dismissal with prejudice of Gibson v. Cendyn Group and its concerted-action reasoning,https://www.crowell.com/en/insights/client-alerts/court-dismisses-algorithmic-price-fixing-case-but-opens-door-to-amended-complaint,Cross-checked against Holland & Knight's separate summary of the same ruling.
ch10-002,10,2026-08-28,2025-08,American Antitrust Institute,AAI Urges Ninth Circuit to Overturn Dismissal of Suit Alleging Algorithmic Price-Fixing on the Las Vegas Strip,Advocacy filing summary,Ninth Circuit's August 2025 affirmance of the Gibson dismissal and subsequent Supreme Court cert denial,https://www.antitrustinstitute.org/work-product/aai-urges-ninth-circuit-to-overturn-dismissal-of-suit-alleging-algorithmic-price-fixing-on-the-las-vegas-strip-gibson-v-cendyn-group/,AAI's amicus position opposed the dismissal; used here for procedural history rather than for its advocacy conclusions.
ch10-003,10,2026-08-28,2026-07,Mayer Brown,Algorithmic Price Fixing After Cornish-Adebiyi: The Third Circuit Revives Hub-and-Spoke Claims Against Shared Pricing Software,Law-firm client alert,"July 29, 2026 Third Circuit reversal in Cornish-Adebiyi v. Caesars Entertainment, the alleged 90% compliance rate, and the resulting circuit split with Gibson",https://www.mayerbrown.com/en/insights/publications/2026/07/algorithmic-price-fixing-after-cornish-adebiyi-the-third-circuit-revives-hub-and-spoke-claims-against-shared-pricing-software,"Cross-checked against Foley & Lardner, Covington & Burling, Arnold & Porter, Paul Weiss, Willkie, and Sheppard client alerts on the same ruling."
ch10-004,10,2026-08-28,2007,U.S. Supreme Court,"Bell Atlantic Corp. v. Twombly, 550 U.S. 544",Judicial opinion (secondary summary),Heightened pleading-plausibility standard governing both the Gibson and Cornish-Adebiyi dismissal motions,https://en.wikipedia.org/wiki/Bell_Atlantic_Corp._v._Twombly,Standard antitrust civil-procedure background.
ch11-001,11,2026-08-28,2017-08-17,U.S. Court of Appeals for the Second Circuit,"Meyer v. Uber Technologies, Inc., No. 16-2750",Judicial opinion (secondary summary via Justia),Second Circuit's 2017 ruling compelling arbitration of Spencer Meyer's antitrust claims against Travis Kalanick and Uber,https://law.justia.com/cases/federal/appellate-courts/ca2/16-2750/16-2750-2017-08-17.html,Includes the case's procedural history from S.D.N.Y. through the Second Circuit.
ch11-002,11,2026-08-28,2015-12-16,NBC News,Uber CEO Must Face Price-Fixing Lawsuit by Passengers,News report,Judge Jed Rakoff's 'the advancement of technological means for the orchestration of large-scale price-fixing conspiracies need not leave antitrust law behind' quotation,https://www.nbcnews.com/tech/tech-news/uber-ceo-must-face-price-fixing-lawsuit-passengers-n548981,Rakoff's quotation cross-checked against Law360 and appliedantitrust.com case-file summaries.
ch11-003,11,2026-08-28,2023,Manish Tripathy et al.,Driver Collusion in Ride-Hailing Platforms,Academic journal article (Decision Sciences),"Driver forums coordinating simultaneous app logoffs to trigger surge pricing, and platform engineers' confirmation of the pattern",https://onlinelibrary.wiley.com/doi/full/10.1111/deci.12561,"Cross-checked against a second paper, 'Hiding in plain sight: Surge pricing and strategic providers' (Production and Operations Management, 2023)."
ch12-001,12,2026-08-28,2025-01-17,Federal Trade Commission,FTC Surveillance Pricing Study Indicates Wide Range of Personal Data Used to Set Individualized Consumer Prices,Press release / staff research summary,"January 2025 preliminary findings, the six responding companies (Mastercard, Accenture, PROS, Bloomreach, Revionics, McKinsey), and mouse-movement/cart-abandonment tracking",https://www.ftc.gov/news-events/news/press-releases/2025/01/ftc-surveillance-pricing-study-indicates-wide-range-personal-data-used-set-individualized-consumer,Direct ftc.gov access was limited in this research session; corroborated via McCarter & English and other law-firm summaries of the same release.
ch12-002,12,2026-08-28,2026-08-21,The American Prospect,FTC Says It Will Enforce Surveillance Pricing. It Won't.,Investigative/opinion journalism,"Assessment that the FTC's surveillance-pricing enforcement had produced little concrete action by August 2026, and Ferguson/Holyoak's dissenting statement",https://prospect.org/2026/08/21/ftc-says-it-will-enforce-surveillance-pricing-it-wont/,Also source for the April 2026 ANPRM and April 2026 Ferguson staff-inquiry statements.
ch12-003,12,2026-08-28,2025-07,Senators Ruben Gallego; Mark Warner; Richard Blumenthal,Letter to Delta Air Lines on AI-based individualized pricing,Congressional letter (secondary summary),Senators' 'pain point' quotation and concerns about Delta's AI pricing plans,https://mexicobusiness.news/aerospace/news/deltas-ai-pricing-plan-draws-scrutiny-us-senators,Cross-checked against NBC News and Fox Business coverage of Delta's response and denial.
ch12-004,12,2026-08-28,2025-11,"Delta Air Lines (Glen Hauenstein, earnings call)",Delta AI pricing earnings-call remarks,Company statement (secondary summary),"Hauenstein's 'a price that's available on that flight, at that time, to you, the individual' quotation and the 1%-to-20% AI-fare expansion target",https://moneywise.com/news/top-stories/delta-ai-pricing-personalized-airfare,Cross-checked against Delta's own subsequent denial statement reported by NBC News.
ch13-001,13,2026-08-28,2000-09-28,CNN,Amazon apologizes for random DVD price test,Contemporaneous news report,"2000 Amazon dynamic-pricing controversy, the $26.24/$22.74 price discrepancy, and the company's public response",https://www.cnn.com/2000/TECH/computing/09/28/amazon.reut/,"Refund figures (6,896 customers, average $3.10, ~$21,378 total) cross-checked against secondary retrospectives."
ch13-002,13,2026-08-28,2012-06-26,Wall Street Journal (via secondary coverage),Orbitz steers Mac users to pricier hotels,Investigative journalism (secondary summary),"2012 Orbitz Mac-vs-PC hotel pricing story, the $20-30/night and 40% figures",https://www.cbsnews.com/news/report-orbitz-steers-mac-users-to-pricier-hotels/,"Original WSJ reporting accessed via CBS News, Forbes, and NPR secondary summaries."
ch13-003,13,2026-08-28,1986,Daniel Kahneman; Jack L. Knetsch; Richard H. Thaler,Fairness as a Constraint on Profit Seeking: Entitlements in the Market,"Academic journal article (American Economic Review, vol. 76, no. 4)",The snow-shovel fairness survey and the 82% 'unfair'/'very unfair' finding underlying the dual-entitlement framework,https://faculty.chicagobooth.edu/-/media/research/cdr/docs/thaler/fairness-as-a-constraint-on-profit-seeking.pdf,Original paper text consulted via University of Chicago Booth faculty archive.
ch13-004,13,2026-08-28,n.d.,U.S. Federal Trade Commission,Price Discrimination: Robinson-Patman Violations,Regulatory explainer,Robinson-Patman Act's business-to-business scope and inapplicability to individual consumer price discrimination,https://www.ftc.gov/advice-guidance/competition-guidance/guide-antitrust-laws/price-discrimination-robinson-patman-violations,"Confirms the Act covers commodity resale transactions, not consumer-facing retail pricing."
ch13-005,13,2026-08-28,2025-07,Sidley Austin,EU Consults on Digital Fairness Act: Big Changes Ahead for Consumer-Facing Platforms,Law-firm client alert,European Commission's Digital Fairness Act timeline (Q4 2026 proposal; 2026-2027 legislative process) and its treatment of personalized pricing,https://www.sidley.com/en/insights/newsupdates/2025/07/eu-consults-on-digital-fairness-act-big-changes-ahead-for-consumer-facing-platforms,Cross-checked against digitalfairnessact.com tracker and Taylor Wessing's 2026 predictions summary.
ch14-001,14,2026-08-28,2015-11-19,National Association of Insurance Commissioners,Price Optimization White Paper,Regulatory white paper (secondary summary),"NAIC's definition of price optimization, its elasticity-of-demand basis, and adoption date",https://content.naic.org/sites/default/files/inline-files/committees_c_catf_related_price_optimization_white_paper.pdf,"Cross-checked against CAS Task Force materials and Bressler, Amery & Ross's 18-jurisdiction summary."
ch14-002,14,2026-08-28,2014-10-31,Maryland Insurance Administration,Bulletin 14-23,Regulatory bulletin (secondary summary),Maryland's October 2014 bulletin banning price optimization as unfairly discriminatory,https://www.lexology.com/library/detail.aspx?g=16523bfc-6d62-4860-adb7-68a99273ad84,"Ohio (Jan. 2015), Montana (Sept. 2015), and Connecticut (Dec. 2015) bulletins summarized in the same source."
ch14-003,14,2026-08-28,2021-07-06,Colorado General Assembly,"SB21-169, Protecting Consumers from Unfair Discrimination in Insurance Practices",State statute (secondary summary),Colorado's first-in-the-nation algorithmic-bias testing requirement for insurers using external consumer data,https://doi.colorado.gov/for-consumers/sb21-169-protecting-consumers-from-unfair-discrimination-in-insurance-practices,Compliance deadlines and scope cross-checked against Credo AI and Milliman summaries.
ch14-004,14,2026-08-28,2023-11-14,STAT News (via secondary coverage),UnitedHealth faces class action lawsuit over algorithmic care denials in Medicare Advantage plans,Investigative journalism (secondary summary),"nH Predict algorithm, the alleged 90% appeal-reversal rate, and the November 2023 class action",https://www.statnews.com/2023/11/14/unitedhealth-class-action-lawsuit-algorithm-medicare-advantage/,Cross-checked against CBS News and Healthcare Finance News coverage of the same litigation and subsequent discovery order.
ch14-005,14,2026-08-28,1945,U.S. Congress,McCarran-Ferguson Act,Federal statute (secondary summary),"State-primacy framework for insurance regulation, enacted in response to United States v. South-Eastern Underwriters Association",https://en.wikipedia.org/wiki/McCarran%E2%80%93Ferguson_Act,Background on why insurance regulation runs through state commissioners rather than federal antitrust agencies.
ch15-001,15,2026-08-28,2024-01-30,Sen. Amy Klobuchar et al.,"Preventing Algorithmic Collusion Act of 2024 (S.3686, 118th Congress)",Bill text,"Core prohibition on pricing algorithms using nonpublic competitor data, and its audit/transparency provisions",https://www.congress.gov/bill/118th-congress/senate-bill/3686/text,Reintroduced as S.232 in the 119th Congress (2025).
ch15-002,15,2026-08-28,2024-02,DLA Piper,The Preventing Algorithmic Collusion Act: A swing and a miss?,Law-firm commentary,Critique that the bill's broad definitions risk chilling legitimate data-sharing and analytics practices,https://www.dlapiper.com/en/insights/publications/2024/02/the-preventing-algorithmic-collusion-act,Representative of skeptical legal commentary on the bill's drafting.
ch15-003,15,2026-08-28,2024-09,City and County of San Francisco,New law prohibits algorithmic devices used to set rents in San Francisco,Government notice,"September 2024 passage and October 2024 effective date of San Francisco's algorithmic rent-setting ban, its definition of 'algorithmic device,' and its per-violation penalty",https://www.sf.gov/news--new-law-prohibits-algorithmic-devices-used-set-rents-san-francisco,Sponsor Aaron Peskin's framing corroborated by Local News Matters and Mission Local coverage.
ch15-004,15,2026-08-28,2026-08-21,SF Standard,San Francisco's rent algorithm ban has no teeth and rents keep rising,Investigative journalism,Finding that San Francisco's ordinance produced no civil enforcement action in its first two years,https://sfstandard.com/2026/08/21/sf-ban-rent-software-ai-boom/,Central source for the chapter's account of the ordinance's enforcement gap.
ch15-005,15,2026-08-28,2025-05-27,The Real Deal,GOP tax bill threatens local bans on rent algorithms,News report,House-passed 10-year state/local AI-regulation moratorium provision in the One Big Beautiful Bill Act and its threat to algorithmic rent-pricing ordinances,https://therealdeal.com/national/2025/05/27/gop-tax-bill-threatens-local-bans-on-rent-algorithms/,Cross-checked against CNN Business and CalMatters coverage of the same provision and its removal from the Senate's final bill.
ch15-006,15,2026-08-28,2025-05-29,Sen. Elizabeth Warren et al.,"Warren, Senators Press RealPage on Multi-Million Lobbying Campaign",Congressional press release,Senators' letter connecting RealPage's lobbying spending to the House AI-moratorium provision,https://www.warren.senate.gov/newsroom/press-releases/warren-senators-press-realpage-on-multi-million-lobbying-campaign-and-house-republicans-provision-blocking-states-from-protecting-renters,Used for the direct link drawn between RealPage's lobbying and the moratorium fight.
ch16-001,16,2026-08-28,2025-06-20,Berkeleyside,"Facing a lawsuit, Berkeley to pause ban on rent-setting algorithms",News report,RealPage's April 2025 First Amendment lawsuit against Berkeley and the city's June 2025 unanimous vote to postpone enforcement,https://www.berkeleyside.org/2025/06/20/berkeley-stands-down-realpage-algorithmic-rent-setting-lawsuit,Cross-checked against KQED's parallel coverage and the SF Standard's 'RealPage fended off Berkeley ban' follow-up.
ch16-002,16,2026-08-28,2025-10,Arnold & Porter,Algorithmic Pricing Bans Go Coast to Coast,Law-firm advisory,"National inventory of city-level algorithmic-rent-pricing bans (Philadelphia, Berkeley, Minneapolis, San Diego, Seattle, and others) and their effective dates",https://www.arnoldporter.com/en/perspectives/advisories/2025/10/algorithmic-pricing-bans-go-coast-to-coast,Primary source for the chapter's roster of city ordinances and their comparative penalty structures.
ch16-003,16,2026-08-28,2025,National Apartment Association,Revenue Management Legislation Remains Hot Topic in 2025,Trade-association commentary,Industry-association opposition campaign against the wave of local algorithmic-pricing ordinances,https://naahq.org/revenue-management-legislation-remains-hot-topic-2025,Represents the regulated industry's own framing of the legislative wave.
ch16-004,16,2026-08-28,2026-08,Morgan Lewis,"New York Bans Algorithmic Rent-Setting Tools, Signaling Heightened State Antitrust Enforcement",Law-firm advisory,New York's statewide algorithmic rent-setting ban (S.7882) and its significance relative to the city-level wave,https://www.morganlewis.com/pubs/2025/11/new-york-bans-algorithmic-rent-setting-tools-signaling-heightened-state-antitrust-enforcement,Also confirms California and New Jersey as the other states with statewide bans.
